Octave version 3.8.1
Minc-tool-kit version 0.3.18-20130531
NIAK quarantine /home/pbellec/git/niak/commands/misc/niak_gb_vars.m

Pipeline started on 16-Apr-2016 13:51:55
user: pbellec, host: lg-1r17-n02, system: unix
**********************************************
.16-Apr-2016 13:53:02 summary_template submitted  (1 run / 0 fail / 0 done / 1910 left)
16-Apr-2016 13:53:03 report_X0026001  submitted  (2 run / 0 fail / 0 done / 1909 left)
16-Apr-2016 13:53:03 report_X0026002  submitted  (3 run / 0 fail / 0 done / 1908 left)
16-Apr-2016 13:53:03 report_X0026004  submitted  (4 run / 0 fail / 0 done / 1907 left)
16-Apr-2016 13:53:03 report_X0026005  submitted  (5 run / 0 fail / 0 done / 1906 left)
16-Apr-2016 13:53:03 report_X0026009  submitted  (6 run / 0 fail / 0 done / 1905 left)
16-Apr-2016 13:53:04 report_X0026014  submitted  (7 run / 0 fail / 0 done / 1904 left)
16-Apr-2016 13:53:04 report_X0026015  submitted  (8 run / 0 fail / 0 done / 1903 left)
16-Apr-2016 13:53:04 report_X0026016  submitted  (9 run / 0 fail / 0 done / 1902 left)
16-Apr-2016 13:53:04 report_X0026017  submitted  (10 run / 0 fail / 0 done / 1901 left)
16-Apr-2016 13:53:04 report_X0026022  submitted  (11 run / 0 fail / 0 done / 1900 left)
16-Apr-2016 13:53:04 report_X0026024  submitted  (12 run / 0 fail / 0 done / 1899 left)
16-Apr-2016 13:53:04 report_X0026027  submitted  (13 run / 0 fail / 0 done / 1898 left)
16-Apr-2016 13:53:04 report_X0026030  submitted  (14 run / 0 fail / 0 done / 1897 left)
16-Apr-2016 13:53:04 report_X0026039  submitted  (15 run / 0 fail / 0 done / 1896 left)
16-Apr-2016 13:53:04 report_X0026040  submitted  (16 run / 0 fail / 0 done / 1895 left)
16-Apr-2016 13:53:04 report_X0026041  submitted  (17 run / 0 fail / 0 done / 1894 left)
16-Apr-2016 13:53:05 report_X0026042  submitted  (18 run / 0 fail / 0 done / 1893 left)
16-Apr-2016 13:53:05 report_X0026043  submitted  (19 run / 0 fail / 0 done / 1892 left)
